essay_id,topic,context,sentence,label
1758784.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"First of all I want to say, what the question deals with. I am asked if it is better to have broad knowledge of many academic subjects or if it is better to specialize in one specific subject. There are many advantages and disadvantages for both sides. In my opinion it would be better if you had broad knowledge of many subjects. The reason why this is in my opinion will be written down in the following text. First i want to say, that if you have broad knowledge you will be able to work in more companies. So it would be easier to get a job after you finished your school of academic studies. Maybe the company you want to be hired by is searching for a person who knows things about every part of a firm. A reason could be that the firm wants to be more free to hire someone.","Then they can hire you for a job but if a person from another work is missed,you are able to do his work too.",0
136505.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Understanding ignorance is far more important than knowing the facts. understanding is the best way to learn said by my teacher. humans developed years together by understanding rather than knowing the facts from the early stone age we understand concepts rather than knowing ,for example we came to know about fire, by rubbing two stones together thus understanding the process of combustionby using stones. we cant simply rely on the subject by knowing but for understanding it. for example every one knows about the law of conservation of energy,a person who understands applied in the form of electricity or mechanical engine. A student who got good marks in an examination ca not become a good engineer or doctor or infact, be good at his or her career but a person who can apply it to his career can be good. Thus, application is important for a student who comes with an understanding of the subject. A practical understanding of the subject is preferred rather than simply knowing it ,this is the reason why nowadays education orl study is based on formal work rather than simply class room teaching. each and every course of today whether you take a science or art or technology project and the field work isintroduced. The concept of understanding does not give us success in profession but also helps us get better in our subjects which we do not want to get for our lifetime. this doesnt happen simply by knowing.",a student should not apply this to the study but also to the various aspects ofdaily life.,0
1097795.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"Successful people try new things and take risks rather than only doing what they already know how to do well. That is, the exploratory spirit of the human being makes it easy to succeed in their common life. First, usually successful people attract more successful people. For example, these people can get to know their new boss or their new employee by having a cup of coffee with their friends. That is, this meeting provides them with the opportunity to take the risk of a new job and these kinds of people, not terrified by the fault, will take the chance to prove themselves and normally, they are going to win, the people tell us that they are lucky people. It is said that successful people meet successful people, it is true that it provides them with the opportunity of new challenges, but also, they take the chance. Second, two important motors of human beings' behaviour are motivation and emotion. These people are really motivated to get new experiences, learnings and knowledge.","And even, this behaviour makes them pleasure by increasing some chemical substances in their brain.",0
865467.txt,"In twenty years, there will be fewer cars in use than there are today.","I disagree with this statement. I would like to talk about my opinion with 3 reasons. First, It is a problem for us, humans. We already know the earth has a lot of environmental problems. I think CO2 is the most famous cause of destroying the earth, so using a car is a big reason, too. However we already know how convenient a car is. If the famous people or government said ""Stop using a car! ! "", we can't do it. The second, it problem is in the developed countries. I said about the car which made CO 2, but now they are researching some eco - cars in some companies, for example hybrit-car. Those are already famous, and sometimes we can see this car in my city, but it is more expensive than normal cars. On the other hand, there are some problems in the butteries, too. Some people worry about how we charge for electricity. If researchers make more services or think more useful ideas, those will be used by more people. Then, how about the developing countries. The last reason is the problem of developing countries. In some places in the developing country, there is no airport or a train. The people who live in like this area use only a track or a car. If they can not use those, they can't transport some foods or things.","I think some areas must develop to improve our own country's situation, so transportation is very important to develop.",0
1578266.txt,Young people enjoy life more than older people do.,I think young people can enjoy life more than older people. Young people are living in a better living condition than older people.,I think my living conditions are much better than my parents'.,0
1758531.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Yeh , it is more important for students to understand ideas and concepts than it is for them to learn facts, because it will help them to have a grip on the concept.","Studying the concept with out any idea will not develop the knowledge of the student, the student's knowledge develops only when he thinks about the topic.",0
1332963.txt,"In twenty years, there will be fewer cars in use than there are today.","I agree with the statement. In many years, since cars were created and got on sale, people have used them and had them in their lives as their legs to go where they want to go. And cars also contribute to carrying stuff faster and easier, not just people. Today, cars are needed by the world and people's lives as I wrote. But you know what cars need to move. That is gas. People have also used a lot of gas along with cars since they started to drive cars. But it led to oil that creates gas to be used up from the underground of the earth faster. If people didn't touch it, it wouldn't happen. But the spending or waste of gas is still going on now. So, waste of oils is caused by using up of them. That is about why countries that have oil are making oil ( gas ) prices higher and higher.","Then, who will need more cars that use gas even more than now in the future? Looking at the problem, scientists are trying to find or create new kinds of fuels to move the cars for gas.",0
364007.txt,Young people enjoy life more than older people do.,"I agree that young people enjoy life more than old people. This agreement is based entirely on my own experience and common sense. To demonstrate what I believe, I would like to state some views here. Every time I meet young people, I feel an air of freedom. They may be presumptuous or fatuous, or even ill-mannered, but they are never anxious social climbers. They may have little knowledge or even be non-educated, but they have desires to explore the new world.","Unlike the old one who lives and thinks via his early learning, and stopped there.",0
1840823.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"In my opinion it is more important for students to understand ideas and concepts than it is for them to learn facts where it could bring out the natural talents in side the student and make him understand the thing more clearly than it happens in the class room. Understanding the ideas and concepts makes the childern think more scientifically and discover more new things about a particular concept it inculcates a habit in children to analyse things in a more broad way and arrive at the results on their own. Understanding things rather than learning things from facts from the class room helps the child to remember the things for longer and in inculcate new ideas in arriving at new ideas which help them in a long way to go. Also, learning concepts and ideas rather than learning facts which were written or told by some one helps to develop a desire for inviduality in the child and to evaluate the issues in a rather broad way standing different from others. For example one of my friends with a concept of aerospace in his mind later developed an idea which he implemented in one of his projects and his project was selected to be demonstrated at NASA in the United states. and he was also rewarded by the president of my country as the best out standing research student in his age group. Learning concepts and ideas would also children in their education where he could he could he could be interested in fields like research and things that really do matter a lot and even have lots of influence on his/her professional career. concepts and ideas and are not only confined to four walls of a room where these could be obtained from many places in nature in books in people and even in him self.",Finally i would conclude knowledge of ideas and concepts is a large ocean where there is no age barrier one doesn't have to understand the concept and implement his ideas inpractice.,0
1005053.txt,The best way to travel is in a group led by a tour guide.,Everyone wants to know about the world around him or her for better understanding of different cultural back groundsand also to explore new things. This unquenchable desire for humans not only leads him to travel to different places on the earth but also to other parts of the universe.,"In the fast moving era everything in the world is constantly changing ,especially when it comes to time.",0
121393.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"This statement cannot be used for general lines. It is better to have a specialization in one specific subject if it involves your work. An airline pilot or a doctor cannot just have an idea about how their work is supposed to be. They must exactly know how to contact the control tower or how to execute a lombar injection. A teacher that cannot resolve a student's doubt can never be an effective one. All people should have a complete and exhausting knowledge of the specific subject or job they depend on. Surely if this does not happen, people will be damaged by it.","On the other hand, having a general culture is useful in everyday life.",0
310495.txt,"In twenty years, there will be fewer cars in use than there are today.","I don't agree with this statement that ""there will be fewer cars in use than there are today"".","In today's fast life ,as no one has time even for breakfast,and time for more competition and hurry has come for everyone.",0
815021.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"I can see both advantages and disadvantages to trying new things and taking risks to be successful. You can choose stability and use traditional ways and avoid risk or try new ways and take risks to be successful. I definitely believe that people should try new things and take risks to be successful. If you do everything with a routine that means you know the results. For example if a farmer uses traditional methods for agriculture, he can guess how much crops he will get. He can avoid risks by doing that. But it is not a creative way and it is obvious that he willn't be successful.",He will get the same amount of crop as next year.,0
614943.txt,Young people enjoy life more than older people do.,"In the following essay I shall be concerned with the question whether young people enjoy life more than older people do. Generally, I agree with this statement but there are some exceptions and remarkable points to be acknowledged before taking a too fast conclusion. In my case, I'm 25 years old and I enjoy my life very much. I go out in the night, taking long journeys in the holidays and other time- and breathtaking hobbies, which give me a kind of resting and relaxing besides my work. For doing so, you need the time and a special sense of personal feeling.","Taking all of these examples in contradiction to my parents or my grandparents, who are much older than me, for sure, I'm able to go out very often during the week, visiting some bars and a disco afterwards and not suffer on the next day although if I spent the night in the city till dawn.",0
1134094.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"The discussion about the success of people according to the risk level of their doings should be split into two parts. On the one hand are people, who try new things and take risks to fulfil their goal. On the other hand are people, who do what they already know to do well. Such two different types of handling with risk will reach the final success. People have different kinds of meanings about their own ability to take risks. If I think about such differences, I will talk about two friends of mine. The one boy is about 35 years old. He reached one of the best school examinations with a grade of 1. 2 during his school period. He began studying law and finished university after less than the regular studying time of 4 years with a very good grade. His first contact with the economy or in general with business took place for him with 26 years in a big company as an apprentice for law specific questions for constructing contracts. He was very resistant to risk, maybe because of his first contact with the business world. He had been in such an office and position for almost 9 years without a lot of experience, but also without trying any higher risk, than going home early then 10 minutes before the regular business closing time. My second example is a boy, who is 28 years old. He finished school with a grade around 2. 5, which was the middlefield in his final examination year. He started his own business idea after his examination. His business was about the offering of IT solutions for small and medium-sized companies. In the time of the new market economy a lot of companies used the consulting work of his company. He had a lot of fixed customers, who needed his help regularly. During such periods he had the idea to export the concept to other countries, which he started in 1999 with Austria. Banks helped him to fulfil such a goal by offering a lot of money. After two years he had had 4 offices outside Germany and a sum of 4. 500. 000 Euros as a negative deposit on the bank. The concept failed because of the crash of the new market and he lost all the standard of living almost in 2 months and will not be able to pay the whole deposit to the bank in his life time. As a conclusion to my two examples, the level of risk can not be argued by the level of school education, meaning the final examination grade, and the university status. Moreover people with an ability to try risks, will have faster success and will stay there, if they control themselves regularly. The risk of falling down, because of uncontrolled mistakes is more realistic in comparison to the risk resident people face. However, every human being has to know for himself or herself which goals and objectives he or she wants to achieve and how fast to get there.",In addition such factors will bring the level of risk ability and the success.,0
1176638.txt,The best way to travel is in a group led by a tour guide.,"Nowadays, there are numerous debates about the issue of whether or not the best way to travel is in a group led by a tour guide. Some people hold that travelling individually is better.","Others, however, contradict it.",0
1907556.txt,Most advertisements make products seem much better than they really are.,"Most advertisements make products seem much better than they really are. That is true. That is the way they sell their products, because people always want to buy better products. And the advertisements know it, so they make the products look better to sell them. First, the advertisements have to sell their products, so they try to explain about their products. Then they do not want to tell disadvantages about their products, they just want to tell advantages of them. In the process, they sometimes have to cover the disadvantages. So they tell other people about their products being overly good. And other people believe what they say, and think about what they heard. People will think that the product is really good because they did not hear about its disadvantages.",A good looking is tasting good.,0
1027947.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"I disagree with the following statement. In fact, i hope to become a person that i'll be specialized in one specific subject. Now, i'm studying mechanical engineering at the university and when i've finished, i'm going to work in an industrial factory. So this is one reason why i don't agree with that opinion. In fact i always have to learn always and always have knowledge about mechanical problems because this is a condition that it'll let me enter facily in the world of jobs. So i still have to study more to achieve that goal. In spite of this consideration, having broad knowledge of many subjects is a condition that can also give important results for the future. To know other arguments such as the economy, literature or foreign languages is another opportunity and, with this culture you can have interesting results to improve your career. But i think that it's better to know only a sector of your own job.","Maybe, one explanation can be given.",0
1728651.txt,"In twenty years, there will be fewer cars in use than there are today.","I love my car and can`t give up using it and I don ` t agree with the statement that says there will be fewer cars in twenty years than today. I have three major reasons to say that. One of them is that newer types of car are being produced and the second is that transportation by car is ok for many people and the third one is the expense of the changes that have to be made for people to transport The first reason for not agreeing with the statement is that i think rather than extinction, newer types of car are being produced. These types include cars which work with electrical power, hydropower and in the next future i`m sure there will be cars which will work with many other things. There are also plans to create cars which are flying near to the surface and this will provide a place for some more cars. The second reason is that i think there is no other way of transportation rather than cars which are so effective and so cheap. Now the usage of cars is very huge.",There are other ways of transportation for example planes.,0
321175.txt,Most advertisements make products seem much better than they really are.,"Most advertisements make products much better than they really are except tobacco and medicine advertisements. In tobacco advertisements, they always express bad images of tobacco. Outside the package of tobacco, they write about concern about cancer with tobacco. In the advertisements for tobacco, we can see bad images of tobacco, but many smokers don't stop smoking in spite of these advertisements. My friends watch these advertisements for tobacco everyday, but keep smoking. The advertisements for medicine have a restriction, so a medicine company can't use an expression which tells more effects than it really are. But about other products besides tobacco and medicine, most advertisements make products seem much better than they really are. In the TV commercials, beautiful women and handsome men use these products in sophisticated places happily. And also we can listen to fun commercial music which makes the images of these products better. Sometimes famous movie stars appear in the commercials and tell us how these products are great and useful. There TV commercials are broadcast on TV several times a day, and finally we remember the names of these products unconsciously. Advertising companies try to make commercials which impress good and strong images of these products to customers.","In Japan, commercials with comedy touch are fashionable.",0
751687.txt,Most advertisements make products seem much better than they really are.,"When it comes to advertisements, quite a few people would claim that most advertisements make products seem much better than they really are. As far as I am concerned, I agree with the statement. Among countless factors which influence my point of view. There are three conspicuous aspects as follows: Firstly, according to a survey, the majority of people have unpleasant associations with some advertisements because they believed that they once were cheated by some advertisements. These cheats take place everywhere and at any time, on TV, on the radio, in the supermarket, on cyberspace. Thousands of people are suffering because of these kinds of advertisements. Another reason that can be seen by everyone is that the purpose of advertising is to appeal to buyers. With the development of high-technology, products are easily produced and designed. they are similar to each other not only in design but also in function. How a factory or a supermarket can win in such a keen competition is the key. Although honesty is very important in modern society, not all advertisements can be honest. Nobody wants to spend money on useless produce. So those products should have seemed much better, beautiful, functional than they really are. Thirdly, for many factories and supermarkets or sales, maybe they consider cheating a part of advertisements.",Advertisement is another beautiful none for cheating advertisements can perfect products.,0
243572.txt,Most advertisements make products seem much better than they really are.,"On an economy that is based on the selling of products, going from restaurants, to technology products, to simply grocery stores or even real state. To try your best to sell a product is understandable. And nowadays, traditionally in many parts of the world, people will buy products not by the way they taste, of they work, but by the way they look or simply because that is the ""thing"" to buy.","Being on the restaurant business, i can't say that i agree or disagree with advertisements making products seem better than what they are.",0
1315961.txt,Young people enjoy life more than older people do.,"I do not agree with this statement because younger and older people have different ways to enjoy life. Life is not about age whether it is a young person or an older person, but instead about the symbolism of joy is a way of enlightening and bringing happiness. Younger people might think or have the idea that they are the only ones to enjoy life, but at what cost. Older people have the treasure of wisdom among knowledge, with a conviction of lots of experience, they have the mature and most important quality, patience. I have seen older people enjoying life more then younger people, but also, comes to a cost of good health. I have seen many older people that enjoy life as if they have the hearth of a twenty year old person. To me, life enjoyment is a long term learning experience that brings individuals to understand the meaning of enjoyment of life. When one is young, one can think that they have the energy to impose them selves on the world that they are indestructible and this might bring to a short end of life. A few years ago, I was talking to an old friend, he told me one important thing that marked my life for good: ""the diable is not smart because it is the diable, it is because the diable is old""; it is like the young or old wine, or like the age of the wiesky, what is it better an 8-year - old wiesky or a 24-year - old aged in a barril, I would go for the 24-year - old aged in a barril. For many things, as children one learns patience by trying to create something maybe a small plaster figure or a carvingon wood, but as one learns , it takes time to develop and to evolve.","this is why it does take time to go through school first in kindergarten, then into elementary following to middle school, and high school and later college where education teaches us that for anything to mature, it does taketime.",0
492113.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I think it is really more important for students to teach facts rather than teaching ideas and concepts. Nevertheless, the education systems are generally based on teaching ideas and concepts. The ideas of famous people and some fundamental concepts are taught throughout the education lifetime. I think this system will not work in the near future. Because of technological advances, students have a great tendency to learn the facts and the events in the world. Thus, they will begin to ignore the ideas and concepts.",They will deal with the issues which they really exist.,0
1569573.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,i think it is more important to use their ideas and depend on their imagination. of course every idea can be based onfacts.,but sometimes it's wrong because students have to try to think of things someyears ago.,0
519398.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"Some people choose to have a broad knowledge of many academic subjects,while others prefer to be specialized in one specific subject. As for me, I would rather choose to be specialized in a specific subject only. Though there are a variety of subjects at a university for you to follow with. But a single man's energy and time are so limited that you can't afford wasting too much time on subjects that have nothing to do with your future career. Imagine a freshman majoring in Physics with a Selection Of English Literature in hand all day around, will he succeed in his field someday? Hardly. Furthermore, we call these ""academic subjects"" because they are nothing alike with subjects such as maths or geography learned in high school. They are far more complex and complicated. You can't expect to manage it within a semester or two. It needs a whole 4-year systematic learning process to get to a professional level in a certain field.","Some people can easily fall in love with a subject just because of an affection on the spur of the moment, as soon as he realizes that he won't be able to catch up with the course whatsoever, he will just simply drop halfway.",0
256269.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"In a world that changes in a rapid way, you sometimes have to take risks to be successful, so I definitely agree with this statement. It has already started in the stone age. There, you even had to risk something to survive in an everchanging world. New opportunities belong to one human, who has tried them out before. What if everyone of us would maintain doing just what they know how to do well? That means, we wouldn't ever have any famous discoveries like cars, useful aids or the internet for instance. Starting a new business for example is such a risk. You might think you will regret it when you fail this experiment. But if you don't even try it, you can't find out, whether you will be successful or not. Furthermore, taking risks means learning new things and getting more knowledge, which is important for finding a good job or remaining in it. Because a more interesting employee is an employee who works hard and is able to switch into many sections.","Unless you can sometimes lose, when risking too much, it is a chance to create something new, never being indicated before.",0
1717762.txt,"In twenty years, there will be fewer cars in use than there are today.","In the world, there are so many cars that people can use them for transportation. It is necessary because of illness. When one of the family members becomes ill, she needs a car. That's why an ambulance may not come immediately. However, cars may not be used in the future because people don't want to use them such as telecommuting, air pollution and price. To begin with, telecommuting is important for people because people will want to work these kinds of jobs. Thus, they don't need to use their cars;that's why, they work at home. They also don't go out for this reason. Moreover, telecommunication supplies people with reducing traffic jams. As long as people work these jobs.",There aren't any traffic problems since many accidents may happen for this reason.,0
364007.txt,Young people enjoy life more than older people do.,"I agree that young people enjoy life more than old people. This agreement is based entirely on my own experience and common sense. To demonstrate what I believe, I would like to state some views here. Every time I meet young people, I feel an air of freedom. They may be presumptuous or fatuous, or even ill-mannered, but they are never anxious social climbers. They may have little knowledge or even be non-educated, but they have desires to explore the new world. Unlike the old one who lives and thinks via his early learning, and stopped there. All these can be defined by the air of freedom that leads young people to be higher, stronger and faster in order to enjoy their lives more than old people. Another important condition is the physical and mental state of the youth. Because of the limitations of age, the old lose lots of enjoyable things. They may be rich and healthy, but they do not have interests in nice food; they can buy a great variety of clothes, but they do not have good looks.","Apart from their elders, the young take advantage of a nice age.",0
1578728.txt,Young people enjoy life more than older people do.,"Do you have more pleasure when you were a kid than when you are grown up? It seems quite obvious. We will see that being young provides less responsibility, more time and places to socialize and better health to enjoy life. The biggest difference between older and younger people is that the young ones have fewer sorrows. Children and teenagers don't have to worry about money, their parents do. They also don't need to worry about cleaning the house, buying food, it is also their parents' job. The lack of responsibility enables us to focus on other things in life: having fun. School is not only a place to study, it is also the best place to make friends. Courses and breaks are special opportunities to discover new people and socialize with them. During all the studies, a student will meet more people than he can ever in his grown up, office life. Old people also have other concerns. As we say in France: ""If young people knew if old people could.",""".",0
865467.txt,"In twenty years, there will be fewer cars in use than there are today.","I disagree with this statement. I would like to talk about my opinion with 3 reasons. First, It is a problem for us, humans. We already know the earth has a lot of environmental problems. I think CO2 is the most famous cause of destroying the earth, so using a car is a big reason, too. However we already know how convenient a car is. If the famous people or government said ""Stop using a car! ! "", we can't do it. The second, it problem is in the developed countries. I said about the car which made CO 2, but now they are researching some eco - cars in some companies, for example hybrit-car. Those are already famous, and sometimes we can see this car in my city, but it is more expensive than normal cars. On the other hand, there are some problems in the butteries, too. Some people worry about how we charge for electricity. If researchers make more services or think more useful ideas, those will be used by more people. Then, how about the developing countries. The last reason is the problem of developing countries. In some places in the developing country, there is no airport or a train. The people who live in like this area use only a track or a car. If they can not use those, they can't transport some foods or things. I think some areas must develop to improve our own country's situation, so transportation is very important to develop. And this problem is not only this. The developed countries send a lot of used cars which is of course expensive, making CO 2 for the developing countries too cheap.",Those will be more increasing.,0
1130785.txt,"In twenty years, there will be fewer cars in use than there are today.","Nowadays, the earth's population is increasing rapidly. This is increasing in the world population and we need to build strong infrastructure. Highways need to be built, housing and economics The order for producing and buying new cars is also increasing. so we can see that the number of cars will increase in the next twenty years. There will be an impact and effects on the environment by such an increase in car production. the population will increase the number  of animals and plants will be affected. in addition to that there will be a problem with movement from place to other because of crowded cars. imagine that no body can arrive at work on time, no students can attend their classes on time, no one can miss his flight. There will be delays in everything because of the crowds. and there will be many problems that will come with that increase in car production.","the solutions, then will come up.",0
653273.txt,Young people nowadays do not give enough time to helping their communities.,"Personally,I agree with the statement that young people nowadays do not give enough time to helping their communities. It is for the following reasons. First,young people have to learn more skills to compete with other people to survive. Second,young people are more self-centred than they used to be. In addition,young people do n ` t be educated to care about their communities. First,young people have to learn more skills to compete with other people to survive.","Today,with the economy growing,people have to earn more money to meet their material desires.",0
622671.txt,Successful people try new things and take risks rather than only doing what they already know how to do well.,"This is not completely true. Indeed, I think that success is achievable in both ways.","Some people build emperors doing the same thing all life long, quite as a south-italian farmer emigrated to Canada after World War II.",0
466340.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"Every one knows that when we are learning we learn facts and ideas. No one in the world can change the facts because facts are facts. Some people just like to know the facts and they do not pay attention to other ideas. In my case, I strongly believe that understanding ideas is more important for students than understanding facts. I think like this because of many aspects which are a good way to learn how to respond to others, it makes you creative and makes you persuasive. First, understanding ideas opens up very good and big ways of thinking. It makes you think and respect other people's opinions. If we look at facts, we will find that most of thefacts were just ideas in the past and by discussing them they become facts. Second, trying to understand ideas is a good way to make your brain work. It makes you create new ideas and new opinions. On the other hand, understanding facts is like opening your mind, putting things in it and closing it. Third, understanding ideas led you to the facts. I believe that most of the facts are conclusions to ideas. If you understand the idea you can easily figure out the fact. I think understanding ideas teaches us how to be a persuasive person because when you are trying to get a result from an idea, you are following certain and clear steps. This certain way of thinking can appear in your personality. Finally, I believe that understanding ideas is very important but also we can not say understanding facts is not important. We should know the main and important facts of every thing.","On the other hand, we do not make understanding facts our way of learning and thinking.",0
1049329.txt,It is more important for students to understand ideas and concepts than it is for them to learn facts.,"I agree that students should understand ideas more than facts. With the development of technology, more and more people pay their attention to learning knowledge. But which is the correct and effective way to learn knowledge? Some people may think that learning the facts is much better than learning from books, but actually they are totally wrong.","Since if you want to understand a thing, the only way is to understand the concepts and ideas.",0
1088494.txt,Most advertisements make products seem much better than they really are.,"Advertising has always been an interesting discussion topic for people. some people think that advertising is not very effective and does not do any wonders. on the other hand, there are also some people who think that advertising really has alot to do. and I think, I would be counted in the second group. Advertising may make anything better by a good picturization of that product. the better the picturization, the better would be the fascination towards the product. and looks matter alot. for example, we go to some coffee shop and there we see alot of coffees and all the coffees are totally unknown to you. which one would you like to have? certainly, that looks most appealing to you.",isn't it? that is where advertising comes into the picture.,0
1419617.txt,Most advertisements make products seem much better than they really are.,"In my opinion i would agree that most advertisements make products seem much better than they really are. There are many reasons and ways in which people can make low quality products look brilliant. The main highlight which people see is the packaging of the product which can be excellent and also interesting also through tv and newspaper advertisements people give in easily without knowing the quality of the product just because they have seen or heard from their friends and neighbours. A product which can be good for others need not necessarily be good for you because nowadays on the market there are more fake products than there are original ones. The choice is yours whether you would be comfortable with the product and whether it satisfies your needs it would be safe to buy from a store where there are more customers which shows the market value. I would also disagree with the following reasons. first, a new product which comes onto the market may look bad but can also turn out to be excellent Eg-A new shampoo which your friend has used has caused her hair to have split ends this may not necessarily happen to you you may have a better reaction to this product like even for perfumes you either like the smell or you dont. Mainly advertisements are the best technique to sell a product and a good way to get recognized in the market. other methods also include selling the product through door to door selling. People in the world believe many advertisements which come in magazines or newspapers -For a fitness program medicines there are many frauds in the market selling fake medicines instead of the original and these cause people to destroy their lives due to the expenses and uncertainity of the item. i have discussed both opinions about why advertisements can be dangerous and brutal to your pocket if you do not pay attention to which shop the product is sold in and what the market demand is.",But i would say that there are more frauds out there than salesmen.,0
216699.txt,Most advertisements make products seem much better than they really are.,"I agree with the statement that most advertisements make products seem much better than they really are. There are three reasons for this. First, the goal of a company is to sell the product. Second, advertising makes people buy their product in an individual way. A company which owns the product's goal is making their profit and that way, the company makes people think that the product is necessary for them. The company's goal is to sell as many of their products as they can. Therefore, people who are making an advertisement make it look better than the real product and use it in the advertisement.","For example,.",0
1425688.txt,Young people nowadays do not give enough time to helping their communities.,"By discussing the statement, we first have to define what >>helping their communities<< means. What are the communities? The communities may be some sport, music or religious. And what is helping? Helping may mean helping in the family (which is part of the community) or by helping direct the community. There are several methods of helping in communities. These methods have changed over the years: in the old days people were perhaps more friendly and more helpful to each other. They were another generation and had other living conditions. I also think that the people have had another familiar surroundings in which they lived and worked.",As young people they had to help the family e.,0
926959.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"In contemporary society, someone who is specialized in one specific subject is more competent, and is more needed than someone who has broad knowledge on general topics. The current techniques are getting more complicated and the competition is getting more intense as time goes on. Therefore, it is more likely to be recommended to devote a specific field of study or work and to be highly qualified in it. First, the current field of research, such as computer science and electronic technology, which dominate the development of a current society, need very deft and highly qualified skills and knowledge. These fields of products change actually every minute. The cellphone which was produced early this year is already outmoded and a 2-year-old laptop is not producing anymore.","Moreover, it is getting common to access the Internet with phones and laptops everywhere, and I can do whatever I want, like watching TV, movies, or chatting on line with my friends.",0
1751652.txt,It is better to have broad knowledge of many academic subjects than to specialize in one specific subject.,"""Knowing little about many things or knowing more about less things"" is a question that we face many times in our life. The explosion of knowledge in an increasing number of knowledge fields makes this question more provocative. I think that answering this question is affected by expected gains of each answer as well as the personality of the individual to answer. The life experience and career of a person can support one answer and undermine the other answer. A speciality is a relative concept in this case. Any career needs a certain degree of speciality these days.","You can not go to any field without having the necessary knowledge and skills, as well as attitudes, that compromise such a field.",0
197162.txt,Young people enjoy life more than older people do.,"Yes, i agree with the statement. Young people are the future of the world,they remain active in their young period but while they get older they losepatience,concentration and the body organs get weak,they may see inactive compared with young people. As young people have many dreams and have many goals to achieve. They work accordingly to achieve their goals and their age is in the stage that they are ready to do anything,young people say and prove 'nothing is impossible'. they can jump,play and enjoy the wholelife to the maximum extent. well about older people they will losetheir patience ,they have to look after the whole family and will face many problems regarding family and now they have no strength to do more work,no strength to dance ,jump and travel. For example ,lets take my young cousin,when his family went on holiday including his grandfather who is 70 years old,my cousin explored the whole city and visited many religious places,which made him happy or he may enjoythat. while his grandfather who is also interested in seeing those places, was due to his physical weakness and due to the temperature variance he didn't resist at that place. And many places are in hilly areas which are to be travelled by walk,as his grandfather had no strength and he didn't enjoy the trip. Young people have many ways to enjoy their life at maximum. Nowadays, young girls are the main factor in their enjoyment,they go out with their girl friends in which they find much enjoyment. But older people can't do that as they are married they are restricted in theirlimitations. This is a silly example but it is a huge reality statement. I conclude by saying that young people will have more fun in their period by comparing it with older people.",Due to their strengths and enthusiasm which can find more in young people rather than in older people.,0
